SR.;NAME;GENDER;AGE;DATE ;COUNTRY
1223;Kallsie;Female;52;16/08/2024;France
1224;Siuau;Female;53;21/05/2023;France
1225;Shennice;Female;54;21/05/2024;United States
1226;Chasse;Female;55;15/10/2026;United States
1227;Tommye;Female;56;16/08/2025;Great Britain
1228;Dorcast;Female;57;21/05/2024;France
1229;Angelee;Female;58;21/05/2025;Great Britain
1230;Willoom;Female;59;15/10/2027;France
1231;Waeston;Female;60;16/08/2026;France
1232;Rosma;Female;61;21/05/2025;Great Britain
1233;Felisaas;Female;62;21/05/2026;France
1234;Demetas;Female;63;15/10/2028;France
1235;Jeromyw;Female;64;16/08/2027;United States
1236;Rashid;Female;65;21/05/2026;United States
1237;Dett;Male;18;21/05/2015;Great Britain
1238;Nern ;Female;19;15/10/2017;France
1239;Kallsie;Male;20;16/08/2016;France
1240;Siuau;Female;21;21/05/2015;Great Britain
1241;Shennice;Male;22;21/05/2016;France
1242;Chasse;Female;23;15/10/2018;France
1243;Tommye;Male;24;16/08/2017;United States
1244;Dorcast;Female;25;21/05/2016;United States
1245;Angelee;Male;26;21/05/2017;Great Britain
1246;Willoom;Female;27;15/10/2019;France
1247;Waeston;Male;28;16/08/2018;Great Britain
1248;Rosma;Female;29;21/05/2017;France
1249;Felisaas;Male;30;21/05/2018;France
1250;Demetas;Female;31;15/10/2020;Great Britain
1251;Jeromyw;Female;32;16/08/2019;France
1252;Rashid;Female;33;21/05/2018;France
1253;Dett;Female;34;21/05/2019;United States
1254;Nern ;Female;35;15/10/2021;United States
1255;Kallsie;Female;36;16/08/2020;Great Britain
1256;Siuau;Female;37;21/05/2019;France
1257;Shennice;Female;38;21/05/2020;Great Britain
1258;Chasse;Female;39;15/10/2022;France
1259;Tommye;Female;40;16/08/2021;France
1260;Dorcast;Female;41;21/05/2020;Great Britain
1261;Angelee;Female;42;21/05/2021;France
1262;Willoom;Female;43;15/10/2023;France
1263;Waeston;Female;44;16/08/2022;United States
1264;Rosma;Female;45;21/05/2021;United States
1265;Felisaas;Female;46;21/05/2022;Great Britain
1266;Demetas;Female;47;15/10/2024;France
1267;Jeromyw;Female;48;16/08/2023;Great Britain
1268;Rashid;Female;49;21/05/2022;France
1269;Dett;Female;50;21/05/2023;France
1270;Nern ;Female;51;15/10/2025;Great Britain
1271;Kallsie;Female;52;16/08/2024;France
1272;Siuau;Female;53;21/05/2023;France
1273;Shennice;Female;54;21/05/2024;United States
1274;Chasse;Female;55;15/10/2026;United States
1275;Tommye;Female;56;16/08/2025;Great Britain
1276;Dorcast;Female;57;21/05/2024;France
1277;Angelee;Female;58;21/05/2025;Great Britain
1278;Willoom;Female;59;15/10/2027;France
1279;Waeston;Female;60;16/08/2026;France
1280;Rosma;Female;61;21/05/2025;Great Britain
1281;Felisaas;Female;62;21/05/2026;France
1282;Demetas;Female;63;15/10/2028;France
1283;Jeromyw;Female;64;16/08/2027;United States
1284;Rashid;Female;65;21/05/2026;United States
1285;Dett;Male;18;21/05/2015;Great Britain
1286;Nern ;Female;19;15/10/2017;France
1287;Kallsie;Male;20;16/08/2016;France
1288;Siuau;Female;21;21/05/2015;Great Britain
1289;Shennice;Male;22;21/05/2016;France
1290;Chasse;Female;23;15/10/2018;France
1291;Tommye;Male;24;16/08/2017;United States
1292;Dorcast;Female;25;21/05/2016;United States
1293;Angelee;Male;26;21/05/2017;Great Britain
1294;Willoom;Female;27;15/10/2019;France
1295;Waeston;Male;28;16/08/2018;Great Britain
1296;Rosma;Female;29;21/05/2017;France
1297;Felisaas;Male;30;21/05/2018;France
1298;Demetas;Female;31;15/10/2020;Great Britain
1299;Jeromyw;Female;32;16/08/2019;France
1300;Rashid;Female;33;21/05/2018;France
1301;Dett;Female;34;21/05/2019;United States
1302;Nern ;Female;35;15/10/2021;United States
1303;Kallsie;Female;36;16/08/2020;Great Britain
1304;Siuau;Female;37;21/05/2019;France
1305;Shennice;Female;38;21/05/2020;Great Britain
1306;Chasse;Female;39;15/10/2022;France
1307;Tommye;Female;40;16/08/2021;France
1308;Dorcast;Female;41;21/05/2020;Great Britain
1309;Angelee;Female;42;21/05/2021;France
1310;Willoom;Female;43;15/10/2023;France
1311;Waeston;Female;44;16/08/2022;United States
1312;Rosma;Female;45;21/05/2021;United States
1313;Felisaas;Female;46;21/05/2022;Great Britain
1314;Demetas;Female;47;15/10/2024;France
1315;Jeromyw;Female;48;16/08/2023;Great Britain
1316;Rashid;Female;49;21/05/2022;France
1317;Dett;Female;50;21/05/2023;France
1318;Nern ;Female;51;15/10/2025;Great Britain
1319;Kallsie;Female;52;16/08/2024;France
1320;Siuau;Female;53;21/05/2023;France
1321;Shennice;Female;54;21/05/2024;United States
1322;Chasse;Female;55;15/10/2026;United States
1323;Tommye;Female;56;16/08/2025;Great Britain
1324;Dorcast;Female;57;21/05/2024;France
1325;Angelee;Female;58;21/05/2025;Great Britain
1326;Willoom;Female;59;15/10/2027;France
1327;Waeston;Female;60;16/08/2026;France
1328;Rosma;Female;61;21/05/2025;Great Britain
1329;Felisaas;Female;62;21/05/2026;France
1330;Demetas;Female;63;15/10/2028;France
1331;Jeromyw;Female;64;16/08/2027;United States
1332;Rashid;Female;65;21/05/2026;United States
1333;Dett;Male;18;21/05/2015;Great Britain
1334;Nern ;Female;19;15/10/2017;France
1335;Kallsie;Male;20;16/08/2016;France
1336;Siuau;Female;21;21/05/2015;Great Britain
1337;Shennice;Male;22;21/05/2016;France
1338;Chasse;Female;23;15/10/2018;France
1339;Tommye;Male;24;16/08/2017;United States
1340;Dorcast;Female;25;21/05/2016;United States
1341;Angelee;Male;26;21/05/2017;Great Britain
1342;Willoom;Female;27;15/10/2019;France
1343;Waeston;Male;28;16/08/2018;Great Britain
1344;Rosma;Female;29;21/05/2017;France
1345;Felisaas;Male;30;21/05/2018;France
1346;Demetas;Female;31;15/10/2020;Great Britain
1347;Jeromyw;Female;32;16/08/2019;France
1348;Rashid;Female;33;21/05/2018;France
1349;Dett;Female;34;21/05/2019;United States
1350;Nern ;Female;35;15/10/2021;United States
1351;Kallsie;Female;36;16/08/2020;Great Britain
1352;Siuau;Female;37;21/05/2019;France
1353;Shennice;Female;38;21/05/2020;Great Britain
1354;Chasse;Female;39;15/10/2022;France
1355;Tommye;Female;40;16/08/2021;France
1356;Dorcast;Female;41;21/05/2020;Great Britain
1357;Angelee;Female;42;21/05/2021;France
1358;Willoom;Female;43;15/10/2023;France
1359;Waeston;Female;44;16/08/2022;United States
1360;Rosma;Female;45;21/05/2021;United States
1361;Felisaas;Female;46;21/05/2022;Great Britain
1362;Demetas;Female;47;15/10/2024;France
1363;Jeromyw;Female;48;16/08/2023;Great Britain
1364;Rashid;Female;49;21/05/2022;France
1365;Dett;Female;50;21/05/2023;France
1366;Nern ;Female;51;15/10/2025;Great Britain
1367;Kallsie;Female;52;16/08/2024;France
1368;Siuau;Female;53;21/05/2023;France
1369;Shennice;Female;54;21/05/2024;United States
1370;Chasse;Female;55;15/10/2026;United States
1371;Tommye;Female;56;16/08/2025;Great Britain
1372;Dorcast;Female;57;21/05/2024;France
1373;Angelee;Female;58;21/05/2025;Great Britain
1374;Willoom;Female;59;15/10/2027;France
1375;Waeston;Female;60;16/08/2026;France
1376;Rosma;Female;61;21/05/2025;Great Britain
1377;Felisaas;Female;62;21/05/2026;France
1378;Demetas;Female;63;15/10/2028;France
1379;Jeromyw;Female;64;16/08/2027;United States
1380;Rashid;Female;65;21/05/2026;United States
1381;Dett;Male;18;21/05/2015;Great Britain
1382;Nern ;Female;19;15/10/2017;France
1383;Kallsie;Male;20;16/08/2016;France
1384;Siuau;Female;21;21/05/2015;Great Britain
1385;Shennice;Male;22;21/05/2016;France
1386;Chasse;Female;23;15/10/2018;France
1387;Tommye;Male;24;16/08/2017;United States
1388;Dorcast;Female;25;21/05/2016;United States
1389;Angelee;Male;26;21/05/2017;Great Britain
1390;Willoom;Female;27;15/10/2019;France
1391;Waeston;Male;28;16/08/2018;Great Britain
1392;Rosma;Female;29;21/05/2017;France
1393;Felisaas;Male;30;21/05/2018;France
1394;Demetas;Female;31;15/10/2020;Great Britain
1395;Jeromyw;Female;32;16/08/2019;France
1396;Rashid;Female;33;21/05/2018;France
1397;Dett;Female;34;21/05/2019;United States
1398;Nern ;Female;35;15/10/2021;United States
1399;Kallsie;Female;36;16/08/2020;Great Britain
1400;Siuau;Female;37;21/05/2019;France
1401;Shennice;Female;38;21/05/2020;Great Britain
1402;Chasse;Female;39;15/10/2022;France
1403;Tommye;Female;40;16/08/2021;France
1404;Dorcast;Female;41;21/05/2020;Great Britain
1405;Angelee;Female;42;21/05/2021;France
1406;Willoom;Female;43;15/10/2023;France
1407;Waeston;Female;44;16/08/2022;United States
1408;Rosma;Female;45;21/05/2021;United States
1409;Felisaas;Female;46;21/05/2022;Great Britain
1410;Demetas;Female;47;15/10/2024;France
1411;Jeromyw;Female;48;16/08/2023;Great Britain
1412;Rashid;Female;49;21/05/2022;France
1413;Dett;Female;50;21/05/2023;France
1414;Nern ;Female;51;15/10/2025;Great Britain
1415;Kallsie;Female;52;16/08/2024;France
1416;Siuau;Female;53;21/05/2023;France
1417;Shennice;Female;54;21/05/2024;United States
1418;Chasse;Female;55;15/10/2026;United States
1419;Tommye;Female;56;16/08/2025;Great Britain
1420;Dorcast;Female;57;21/05/2024;France
1421;Angelee;Female;58;21/05/2025;Great Britain
1422;Willoom;Female;59;15/10/2027;France
1423;Waeston;Female;60;16/08/2026;France
1424;Rosma;Female;61;21/05/2025;Great Britain
1425;Felisaas;Female;62;21/05/2026;France
1426;Demetas;Female;63;15/10/2028;France
1427;Jeromyw;Female;64;16/08/2027;United States
1428;Rashid;Female;65;21/05/2026;United States
1429;Nern ;Female;35;15/10/2021;United States
1430;Kallsie;Female;36;16/08/2020;Great Britain
1431;Siuau;Female;37;21/05/2019;France
1432;Shennice;Female;38;21/05/2020;Great Britain
1433;Chasse;Female;39;15/10/2022;France
1434;Tommye;Female;40;16/08/2021;France
1435;Dorcast;Female;41;21/05/2020;Great Britain
1436;Angelee;Female;42;21/05/2021;France
1437;Willoom;Female;43;15/10/2023;France
1438;Waeston;Female;44;16/08/2022;United States
1439;Rosma;Female;45;21/05/2021;United States
1440;Felisaas;Female;46;21/05/2022;Great Britain
1441;Demetas;Female;47;15/10/2024;France
1442;Jeromyw;Female;48;16/08/2023;Great Britain
1443;Rashid;Female;49;21/05/2022;France
1444;Dett;Female;50;21/05/2023;France
1445;Nern ;Female;51;15/10/2025;Great Britain
1446;Kallsie;Female;52;16/08/2024;France
1447;Siuau;Female;53;21/05/2023;France
1448;Shennice;Female;54;21/05/2024;United States
1449;Chasse;Female;55;15/10/2026;United States
1450;Tommye;Female;56;16/08/2025;Great Britain
1451;Dorcast;Female;57;21/05/2024;France
1452;Angelee;Female;58;21/05/2025;Great Britain
1453;Willoom;Female;59;15/10/2027;France
1454;Waeston;Female;60;16/08/2026;France
1455;Rosma;Female;61;21/05/2025;Great Britain
1456;Felisaas;Female;62;21/05/2026;France
1457;Demetas;Female;63;15/10/2028;France
1458;Jeromyw;Female;64;16/08/2027;United States
1459;Rashid;Female;65;21/05/2026;United States
1460;Nern ;Female;35;15/10/2021;United States
1461;Kallsie;Female;36;16/08/2020;Great Britain
1462;Siuau;Female;37;21/05/2019;France
1463;Shennice;Female;38;21/05/2020;Great Britain
1464;Chasse;Female;39;15/10/2022;France
1465;Tommye;Female;40;16/08/2021;France
1466;Dorcast;Female;41;21/05/2020;Great Britain
1467;Angelee;Female;42;21/05/2021;France
1468;Willoom;Female;43;15/10/2023;France
1469;Waeston;Female;44;16/08/2022;United States
1470;Rosma;Female;45;21/05/2021;United States
1471;Felisaas;Female;46;21/05/2022;Great Britain
1472;Demetas;Female;47;15/10/2024;France
1473;Jeromyw;Female;48;16/08/2023;Great Britain
1474;Rashid;Female;49;21/05/2022;France
1475;Dett;Female;50;21/05/2023;France
1476;Nern ;Female;51;15/10/2025;Great Britain
1477;Kallsie;Female;52;16/08/2024;France
1478;Siuau;Female;53;21/05/2023;France
1479;Shennice;Female;54;21/05/2024;United States
1480;Chasse;Female;55;15/10/2026;United States
1481;Tommye;Female;56;16/08/2025;Great Britain
1482;Dorcast;Female;57;21/05/2024;France
1483;Angelee;Female;58;21/05/2025;Great Britain
1484;Willoom;Female;59;15/10/2027;France
1485;Waeston;Female;60;16/08/2026;France
1486;Rosma;Female;61;21/05/2025;Great Britain
1487;Felisaas;Female;62;21/05/2026;France
1488;Demetas;Female;63;15/10/2028;France
1489;Jeromyw;Female;64;16/08/2027;United States
1490;Rashid;Female;65;21/05/2026;United States
1491;Nern ;Female;35;15/10/2021;United States
1492;Kallsie;Female;36;16/08/2020;Great Britain
1493;Siuau;Female;37;21/05/2019;France
1494;Shennice;Female;38;21/05/2020;Great Britain
1495;Chasse;Female;39;15/10/2022;France
1496;Tommye;Female;40;16/08/2021;France
1497;Dorcast;Female;41;21/05/2020;Great Britain
1498;Angelee;Female;42;21/05/2021;France
1499;Willoom;Female;43;15/10/2023;France
1500;Waeston;Female;44;16/08/2022;United States
1501;Rosma;Female;45;21/05/2021;United States
1502;Felisaas;Female;46;21/05/2022;Great Britain
1503;Demetas;Female;47;15/10/2024;France
1504;Jeromyw;Female;48;16/08/2023;Great Britain
1505;Rashid;Female;49;21/05/2022;France
1506;Dett;Female;50;21/05/2023;France
1507;Nern ;Female;51;15/10/2025;Great Britain
1508;Kallsie;Female;52;16/08/2024;France
1509;Siuau;Female;53;21/05/2023;France
1510;Shennice;Female;54;21/05/2024;United States
1511;Chasse;Female;55;15/10/2026;United States
1512;Tommye;Female;56;16/08/2025;Great Britain
1513;Dorcast;Female;57;21/05/2024;France
1514;Angelee;Female;58;21/05/2025;Great Britain
1515;Willoom;Female;59;15/10/2027;France
1516;Waeston;Female;60;16/08/2026;France
1517;Rosma;Female;61;21/05/2025;Great Britain
1518;Felisaas;Female;62;21/05/2026;France
1519;Demetas;Female;63;15/10/2028;France
1520;Jeromyw;Female;64;16/08/2027;United States
1521;Rashid;Female;65;21/05/2026;United States
1522;Nern ;Female;35;15/10/2021;United States
1523;Kallsie;Female;36;16/08/2020;Great Britain
1524;Siuau;Female;37;21/05/2019;France
1525;Shennice;Female;38;21/05/2020;Great Britain
1526;Chasse;Female;39;15/10/2022;France
1527;Tommye;Female;40;16/08/2021;France
1528;Dorcast;Female;41;21/05/2020;Great Britain
1529;Angelee;Female;42;21/05/2021;France
1530;Willoom;Female;43;15/10/2023;France
1531;Waeston;Female;44;16/08/2022;United States
1532;Rosma;Female;45;21/05/2021;United States
1533;Felisaas;Female;46;21/05/2022;Great Britain
1534;Demetas;Female;47;15/10/2024;France
1535;Jeromyw;Female;48;16/08/2023;Great Britain
1536;Rashid;Female;49;21/05/2022;France
1537;Dett;Female;50;21/05/2023;France
1538;Nern ;Female;51;15/10/2025;Great Britain
1539;Kallsie;Female;52;16/08/2024;France
1540;Siuau;Female;53;21/05/2023;France
1541;Shennice;Female;54;21/05/2024;United States
1542;Chasse;Female;55;15/10/2026;United States
1543;Tommye;Female;56;16/08/2025;Great Britain
1544;Dorcast;Female;57;21/05/2024;France
1545;Angelee;Female;58;21/05/2025;Great Britain
1546;Willoom;Female;59;15/10/2027;France
1547;Waeston;Female;60;16/08/2026;France
1548;Rosma;Female;61;21/05/2025;Great Britain
1549;Felisaas;Female;62;21/05/2026;France
1550;Demetas;Female;63;15/10/2028;France
1551;Jeromyw;Female;64;16/08/2027;United States
1552;Rashid;Female;65;21/05/2026;United States
1553;Nern ;Female;35;15/10/2021;United States
1554;Kallsie;Female;36;16/08/2020;Great Britain
1555;Siuau;Female;37;21/05/2019;France
1556;Shennice;Female;38;21/05/2020;Great Britain
1557;Chasse;Female;39;15/10/2022;France
1558;Tommye;Female;40;16/08/2021;France
1559;Dorcast;Female;41;21/05/2020;Great Britain
1560;Angelee;Female;42;21/05/2021;France
1561;Willoom;Female;43;15/10/2023;France
1562;Waeston;Female;44;16/08/2022;United States
1563;Rosma;Female;45;21/05/2021;United States
1564;Felisaas;Female;46;21/05/2022;Great Britain
1565;Demetas;Female;47;15/10/2024;France
1566;Jeromyw;Female;48;16/08/2023;Great Britain
1567;Rashid;Female;49;21/05/2022;France
1568;Dett;Female;50;21/05/2023;France
1569;Nern ;Female;51;15/10/2025;Great Britain
1570;Kallsie;Female;52;16/08/2024;France
1571;Siuau;Female;53;21/05/2023;France
1572;Shennice;Female;54;21/05/2024;United States
1573;Chasse;Female;55;15/10/2026;United States
1574;Tommye;Female;56;16/08/2025;Great Britain
1575;Dorcast;Female;57;21/05/2024;France
1576;Angelee;Female;58;21/05/2025;Great Britain
1577;Willoom;Female;59;15/10/2027;France
1578;Waeston;Female;60;16/08/2026;France
1579;Rosma;Female;61;21/05/2025;Great Britain
1580;Felisaas;Female;62;21/05/2026;France
1581;Demetas;Female;63;15/10/2028;France
1582;Jeromyw;Female;64;16/08/2027;United States
1583;Rashid;Female;65;21/05/2026;United States
1584;Nern ;Female;35;15/10/2021;United States
1585;Kallsie;Female;36;16/08/2020;Great Britain
1586;Siuau;Female;37;21/05/2019;France
1587;Shennice;Female;38;21/05/2020;Great Britain
1588;Chasse;Female;39;15/10/2022;France
1589;Tommye;Female;40;16/08/2021;France
1590;Dorcast;Female;41;21/05/2020;Great Britain
1591;Angelee;Female;42;21/05/2021;France
1592;Willoom;Female;43;15/10/2023;France
1593;Waeston;Female;44;16/08/2022;United States
1594;Rosma;Female;45;21/05/2021;United States
1595;Felisaas;Female;46;21/05/2022;Great Britain
1596;Demetas;Female;47;15/10/2024;France
1597;Jeromyw;Female;48;16/08/2023;Great Britain
1598;Rashid;Female;49;21/05/2022;France
1599;Dett;Female;50;21/05/2023;France
1600;Nern ;Female;51;15/10/2025;Great Britain
1601;Kallsie;Female;52;16/08/2024;France
1602;Siuau;Female;53;21/05/2023;France
1603;Shennice;Female;54;21/05/2024;United States
1604;Chasse;Female;55;15/10/2026;United States
1605;Tommye;Female;56;16/08/2025;Great Britain
1606;Dorcast;Female;57;21/05/2024;France
1607;Angelee;Female;58;21/05/2025;Great Britain
1608;Willoom;Female;59;15/10/2027;France
1609;Waeston;Female;60;16/08/2026;France
1610;Rosma;Female;61;21/05/2025;Great Britain
1611;Felisaas;Female;62;21/05/2026;France
1612;Demetas;Female;63;15/10/2028;France
1613;Jeromyw;Female;64;16/08/2027;United States
1614;Rashid;Female;65;21/05/2026;United States
1615;Nern ;Female;35;15/10/2021;United States
1616;Kallsie;Female;36;16/08/2020;Great Britain
1617;Siuau;Female;37;21/05/2019;France
1618;Shennice;Female;38;21/05/2020;Great Britain
1619;Chasse;Female;39;15/10/2022;France
1620;Tommye;Female;40;16/08/2021;France
1621;Dorcast;Female;41;21/05/2020;Great Britain
1622;Angelee;Female;42;21/05/2021;France
1623;Willoom;Female;43;15/10/2023;France
1624;Waeston;Female;44;16/08/2022;United States
1625;Rosma;Female;45;21/05/2021;United States
1626;Felisaas;Female;46;21/05/2022;Great Britain
1627;Demetas;Female;47;15/10/2024;France
1628;Jeromyw;Female;48;16/08/2023;Great Britain
1629;Rashid;Female;49;21/05/2022;France
1630;Dett;Female;50;21/05/2023;France
1631;Nern ;Female;51;15/10/2025;Great Britain
1632;Kallsie;Female;52;16/08/2024;France
1633;Siuau;Female;53;21/05/2023;France
1634;Shennice;Female;54;21/05/2024;United States
1635;Chasse;Female;55;15/10/2026;United States
1636;Tommye;Female;56;16/08/2025;Great Britain
1637;Dorcast;Female;57;21/05/2024;France
1638;Angelee;Female;58;21/05/2025;Great Britain
1639;Willoom;Female;59;15/10/2027;France
1640;Waeston;Female;60;16/08/2026;France
1641;Rosma;Female;61;21/05/2025;Great Britain
1642;Felisaas;Female;62;21/05/2026;France
1643;Demetas;Female;63;15/10/2028;France
1644;Jeromyw;Female;64;16/08/2027;United States
1645;Rashid;Female;65;21/05/2026;United States
1646;Nern ;Female;35;15/10/2021;United States
1647;Kallsie;Female;36;16/08/2020;Great Britain
1648;Siuau;Female;37;21/05/2019;France
1649;Shennice;Female;38;21/05/2020;Great Britain
1650;Chasse;Female;39;15/10/2022;France
1651;Tommye;Female;40;16/08/2021;France
1652;Dorcast;Female;41;21/05/2020;Great Britain
1653;Angelee;Female;42;21/05/2021;France
1654;Willoom;Female;43;15/10/2023;France
1655;Waeston;Female;44;16/08/2022;United States
1656;Rosma;Female;45;21/05/2021;United States
1657;Felisaas;Female;46;21/05/2022;Great Britain
1658;Demetas;Female;47;15/10/2024;France
1659;Jeromyw;Female;48;16/08/2023;Great Britain
1660;Rashid;Female;49;21/05/2022;France
1661;Dett;Female;50;21/05/2023;France
1662;Nern ;Female;51;15/10/2025;Great Britain
1663;Kallsie;Female;52;16/08/2024;France
1664;Siuau;Female;53;21/05/2023;France
1665;Shennice;Female;54;21/05/2024;United States
1666;Chasse;Female;55;15/10/2026;United States
1667;Tommye;Female;56;16/08/2025;Great Britain
1668;Dorcast;Female;57;21/05/2024;France
1669;Angelee;Female;58;21/05/2025;Great Britain
1670;Willoom;Female;59;15/10/2027;France
1671;Waeston;Female;60;16/08/2026;France
1672;Rosma;Female;61;21/05/2025;Great Britain
1673;Felisaas;Female;62;21/05/2026;France
1674;Demetas;Female;63;15/10/2028;France
1675;Jeromyw;Female;64;16/08/2027;United States
1676;Rashid;Female;65;21/05/2026;United States
1677;Nern ;Female;35;15/10/2021;United States
1678;Kallsie;Female;36;16/08/2020;Great Britain
1679;Siuau;Female;37;21/05/2019;France
1680;Shennice;Female;38;21/05/2020;Great Britain
1681;Chasse;Female;39;15/10/2022;France
1682;Tommye;Female;40;16/08/2021;France
1683;Dorcast;Female;41;21/05/2020;Great Britain
1684;Angelee;Female;42;21/05/2021;France
1685;Willoom;Female;43;15/10/2023;France
1686;Waeston;Female;44;16/08/2022;United States
1687;Rosma;Female;45;21/05/2021;United States
1688;Felisaas;Female;46;21/05/2022;Great Britain
1689;Demetas;Female;47;15/10/2024;France
1690;Jeromyw;Female;48;16/08/2023;Great Britain
1691;Rashid;Female;49;21/05/2022;France
1692;Dett;Female;50;21/05/2023;France
1693;Nern ;Female;51;15/10/2025;Great Britain
1694;Kallsie;Female;52;16/08/2024;France
1695;Siuau;Female;53;21/05/2023;France
1696;Shennice;Female;54;21/05/2024;United States
1697;Chasse;Female;55;15/10/2026;United States
1698;Tommye;Female;56;16/08/2025;Great Britain
1699;Dorcast;Female;57;21/05/2024;France
1700;Angelee;Female;58;21/05/2025;Great Britain
1701;Willoom;Female;59;15/10/2027;France
1702;Waeston;Female;60;16/08/2026;France
1703;Rosma;Female;61;21/05/2025;Great Britain
1704;Felisaas;Female;62;21/05/2026;France
1705;Demetas;Female;63;15/10/2028;France
1706;Jeromyw;Female;64;16/08/2027;United States
1707;Rashid;Female;65;21/05/2026;United States
1708;Nern ;Female;35;15/10/2021;United States
1709;Kallsie;Female;36;16/08/2020;Great Britain
1710;Siuau;Female;37;21/05/2019;France
1711;Shennice;Female;38;21/05/2020;Great Britain
1712;Chasse;Female;39;15/10/2022;France
1713;Tommye;Female;40;16/08/2021;France
1714;Dorcast;Female;41;21/05/2020;Great Britain
1715;Angelee;Female;42;21/05/2021;France
1716;Willoom;Female;43;15/10/2023;France
1717;Waeston;Female;44;16/08/2022;United States
1718;Rosma;Female;45;21/05/2021;United States
1719;Felisaas;Female;46;21/05/2022;Great Britain
1720;Demetas;Female;47;15/10/2024;France
1721;Jeromyw;Female;48;16/08/2023;Great Britain
1722;Rashid;Female;49;21/05/2022;France
1723;Dett;Female;50;21/05/2023;France
1724;Nern ;Female;51;15/10/2025;Great Britain
1725;Kallsie;Female;52;16/08/2024;France
1726;Siuau;Female;53;21/05/2023;France
1727;Shennice;Female;54;21/05/2024;United States
1728;Chasse;Female;55;15/10/2026;United States
1729;Tommye;Female;56;16/08/2025;Great Britain
1730;Dorcast;Female;57;21/05/2024;France
1731;Angelee;Female;58;21/05/2025;Great Britain
1732;Willoom;Female;59;15/10/2027;France
1733;Waeston;Female;60;16/08/2026;France
1734;Rosma;Female;61;21/05/2025;Great Britain
1735;Felisaas;Female;62;21/05/2026;France
1736;Demetas;Female;63;15/10/2028;France
1737;Jeromyw;Female;64;16/08/2027;United States
1738;Rashid;Female;65;21/05/2026;United States
1739;Nern ;Female;35;15/10/2021;United States
1740;Kallsie;Female;36;16/08/2020;Great Britain
1741;Siuau;Female;37;21/05/2019;France
1742;Shennice;Female;38;21/05/2020;Great Britain
1743;Chasse;Female;39;15/10/2022;France
1744;Tommye;Female;40;16/08/2021;France
1745;Dorcast;Female;41;21/05/2020;Great Britain
1746;Angelee;Female;42;21/05/2021;France
1747;Willoom;Female;43;15/10/2023;France
1748;Waeston;Female;44;16/08/2022;United States
1749;Rosma;Female;45;21/05/2021;United States
1750;Felisaas;Female;46;21/05/2022;Great Britain
1751;Demetas;Female;47;15/10/2024;France
1752;Jeromyw;Female;48;16/08/2023;Great Britain
1753;Rashid;Female;49;21/05/2022;France
1754;Dett;Female;50;21/05/2023;France
1755;Nern ;Female;51;15/10/2025;Great Britain
1756;Kallsie;Female;52;16/08/2024;France
1757;Siuau;Female;53;21/05/2023;France
1758;Shennice;Female;54;21/05/2024;United States
1759;Chasse;Female;55;15/10/2026;United States
1760;Tommye;Female;56;16/08/2025;Great Britain
1761;Dorcast;Female;57;21/05/2024;France
1762;Angelee;Female;58;21/05/2025;Great Britain
1763;Willoom;Female;59;15/10/2027;France
1764;Waeston;Female;60;16/08/2026;France
1765;Rosma;Female;61;21/05/2025;Great Britain
1766;Felisaas;Female;62;21/05/2026;France
1767;Demetas;Female;63;15/10/2028;France
1768;Jeromyw;Female;64;16/08/2027;United States
1769;Rashid;Female;65;21/05/2026;United States
1770;Nern ;Female;35;15/10/2021;United States
1771;Kallsie;Female;36;16/08/2020;Great Britain
1772;Siuau;Female;37;21/05/2019;France
1773;Shennice;Female;38;21/05/2020;Great Britain
1774;Chasse;Female;39;15/10/2022;France
1775;Tommye;Female;40;16/08/2021;France
1776;Dorcast;Female;41;21/05/2020;Great Britain
1777;Angelee;Female;42;21/05/2021;France
1778;Willoom;Female;43;15/10/2023;France
1779;Waeston;Female;44;16/08/2022;United States
1780;Rosma;Female;45;21/05/2021;United States
1781;Felisaas;Female;46;21/05/2022;Great Britain
1782;Demetas;Female;47;15/10/2024;France
1783;Jeromyw;Female;48;16/08/2023;Great Britain
1784;Rashid;Female;49;21/05/2022;France
1785;Dett;Female;50;21/05/2023;France
1786;Nern ;Female;51;15/10/2025;Great Britain
1787;Kallsie;Female;52;16/08/2024;France
1788;Siuau;Female;53;21/05/2023;France
1789;Shennice;Female;54;21/05/2024;United States
1790;Chasse;Female;55;15/10/2026;United States
1791;Tommye;Female;56;16/08/2025;Great Britain
1792;Dorcast;Female;57;21/05/2024;France
1793;Angelee;Female;58;21/05/2025;Great Britain
1794;Willoom;Female;59;15/10/2027;France
1795;Waeston;Female;60;16/08/2026;France
1796;Rosma;Female;61;21/05/2025;Great Britain
1797;Felisaas;Female;62;21/05/2026;France
1798;Demetas;Female;63;15/10/2028;France
1799;Jeromyw;Female;64;16/08/2027;United States
1800;Rashid;Female;65;21/05/2026;United States
1801;Dett;Male;18;21/05/2015;Great Britain
1802;Nern ;Female;19;15/10/2017;France
1803;Kallsie;Male;20;16/08/2016;France
1804;Siuau;Female;21;21/05/2015;Great Britain
1805;Shennice;Male;22;21/05/2016;France
1806;Chasse;Female;23;15/10/2018;France
1807;Tommye;Male;24;16/08/2017;United States
1808;Dorcast;Female;25;21/05/2016;United States
1809;Angelee;Male;26;21/05/2017;Great Britain
1810;Willoom;Female;27;15/10/2019;France
1811;Waeston;Male;28;16/08/2018;Great Britain
1812;Rosma;Female;29;21/05/2017;France
